id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
124;"Argentina,1,1290,""Concentrated aromas form the forceful greeting on this oaky wine from Patagonia. In addition, graphite and shoe polish scents are prominent. In the mouth, things feel grabby and dense, while mint, herbal berry, plum and a lot of oak drive the flavor profile. A finish with licorice and a hint of green are the final act. Drink from 2014-2019.""";
125;"New Zealand,1,1300,""This luxury-priced wine boasts plenty of ripe fruit, yet avoids being one-dimensional. Hints of smoke and damp moss add complexity to the cherry aromas and flavors, while the silky tannins glide easily over the palate. The finish is long, while simultaneously slightly dusty and mouthwatering. Drink now–2020.""";
126;"Austria,18,6840,""Tulip blossom, fresh green apple and feisty lemon acidity play on the palate of this wine that offers flavorful refreshment. The lasting length suggests hidden depths worth plumbing.""";
127;"Israel,20,7000,""With only 7,525 bottles produced, this is one to snag if you happen to find it. Gorgeous aromas of black fruit guts and cassis are spiced by accents of violet florals and sweet smoke. Supple raspberry sauce and woody spice flavors fill the medium-weight mouth and lead nicely into the hickory smoke-saturated finish. It seems to all be in good balance now, so drink up soon.""";
128;"Serbia,2,360,""This 100% Tamjanika from Serbia has gooseberry, mango and white flowers leading the nose. Following that, it is soft on entry with flavors of pronounced florality, white peach and yellow peach.""";
129;"Portugal,16,14400,""With its green edge, this is not a ripe vintage wine. Certainly, the fruit is dense and sweet, but there is always the feeling of astringency, black currant juiciness that does not suggest aging.""";
130;"Italy,1,1440,""Aromas of ripe, dark-skinned berry, baking spice sunbaked soil, tobacco, grilled herb and a whiff of leather unfold on this smooth, structured red. The juicy, polished palate doles out fleshy wild cherry, crushed raspberry, cinnamon, candied orange zest, iron and nutmeg framed in velvety tannins that impart a silky mouthfeel. It's already delicious but will continue to develop complexity over the next decade. Drink through 2027.""";
131;"France,2,3860,""This is an attractive, fast-maturing wine with soft tannins, ripe fruits and a juicy, perfumed acidity. It has considerable weight and concentration, along with firm red-plum and berry flavors. It's an elegant wine that should be drunk from 2017.""";
132;"US,69,21390,""With its keen acidity and mineral-dominated flavors, this currently tastes a bit austere. It also has a core of orange, apricot and mango flavors that are sweetened by oak. Don't drink it too cold, and allow it to breathe before consuming.""";
133;"France,10,9400,""While this is currently firm and closed, it promises fine things to come. Weight and richness combine with a solid core of tannins. The intense, refreshing acidity is a counterpoint to the ripe black-plum flavor. With all of this concentration, this should age for over 5–6 years.""";
134;"Bulgaria,1,300,""This Bulgarian red blend is produced under the supervision of flying winemaker Michele Rolland. It consists of 60% Merlot, 25% Cabernet Sauvignon and 15% Cabernet Franc. It has aromas of black raspberry, black plum and a touch of graphite. In the mouth, there are flavors of dark cherry, blackberry and pomegranate with chewy tannins and a pleasantly tart finish.""";
135;"Germany,3,10500,""Starts off with some intriguing notes of musk and spice, the turns intensely sweet, with powerful honey and orange marmalade flavors that coat the mouth and refuse to leave. There's just too much sugar in the end, and not enough acid or minerality to provide the ideal balance. Still, it is impressive, and if you measure pleasure solely by grams per liter of residual sugar, this will surely strike gold.""";
136;"Portugal,1,5880,""Properly old gold in color, this is a wine from a single year, aged in casks. It's poised between amazing fruit and a wonderful velvet texture that is shot through with acidity. A feeling of lightness comes from the acidity that gives great freshness as well as complex flavors. It's ready to drink.""";
137;"Spain,2,12000,""This blend of the 1996, '98 and '02 vintages is mature and browning in hue. The nose is superripe, with prune, brandied cherry, tobacco and molasses notes. A soft, creamy palate holds vanilla, tobacco, baking spice, prune and raisin flavors, while the finish is an echo of what came before. Excellent when judged in its own right, this doesn't quite compare with Vega's best wines. Drink through 2025.""";
138;"South Africa,2,1500,""This Shiraz-based blend, with 10% Cabernet Sauvignon, is bold and layered, taking time to unfold and develop in the glass. Blackberry, currant and wild raspberry notes lead the bouquet, but additional accents of game and herbs unfold and mount in intensity. Flavors of red cherry and currant fill the palate, with hints of fynbos, cocoa and licorice stick staying well into the long finish. Firmly structured, with gripping tannins and concentrated flavors.""";
139;"Italy,93,8370,""You've got to hand it to the folks at this estate: they make nice wines at low prices. This Sicilian Chardonnay is bright and creamy with aromas of orange blossom, almond, golden honey and mature apricot. The wine feels crisp and pristine in the mouth. Very nice.""";
140;"Czech Republic,1,250,""Smoke and struck-flint notes add a dark tone to this savory, herb-inflected white wine. The palate is round and rich, and finishes with a reverberating hint of salt and bitter lemon rind.""";
141;"Italy,93,48360,""You'll love this traditional expression of Barbaresco and its excellent balancing act between the elegance of its natural fruit aromas and the spicy oak-related tones that embellish it. There's a touch of raw fruit or citrus zest as well and the wine closes in a silky, smooth fashion.""";
142;"France,27,11070,""Worldwide still the biggest-selling Champagne (28 million bottles a year), this well-made wine is ripe and full of fruit. Produced under the direction of chef de cave Benoît Gouez (Wine Enthusiast Winemaker of Year in 2013), it has flavors of almonds and toast, with crisp acidity. The aftertaste brings grapefruit freshness.""";
143;"Germany,8,4480,""Wisps of smoke and crushed rock imbue this dry, broadly textured wine. Lemon and lime acidity strike the midpalate like a laser before melting into the mineral-rich sheen that extends the finish. It's remarkably bold for a Mosel Riesling, yet never loses it's elegant appeal.""";
144;"Greece,18,6300,""Violet, black fruit and cedar notes lead this poised red. The palate is plush, but finishes clean and dry. Subtle, clean and focused, it's a good wine to savor alone or with steak.""";
145;"Portugal,1,1190,""Sweet, toffee aromas lead to an equally sweet wine. It has richness, a very smooth, soft texture that coats the mouth with toffee, treacle and only a hint of blackberry fruits. Dried fruits come through in the aftertaste.""";
146;"Portugal,124,23560,""Young and fruity, this is a smooth, lightly textured wine. It has just enough acidity to give a fresh edge to the ripe quince and Rocha pear flavors. Drink now.""";
147;"Moldova,2,640,""The blend of 50% Cabernet Sauvignon, 35% Merlot and 15% Malbec has well-balanced tannins and scents of black raspberry, vanilla and caramel. Sweet vanilla, cherry pie and blueberries are the predominant tastes.""";
148;"New Zealand,1,950,""Nineteen months in 40% new French oak has left a strong mark on this wine, imparting it with notes of cedar, graham crackers, baking spices, toast and some drying, woody tannins. Cassis fruit backs up all those oaky sensations, but will likely remain a background player, so drink it while it retains a sense of freshness, now through 2025.""";
149;"Slovenia,2,1200,""This sweet wine is nut brown in color, with aromas of dried prunes, caramelized pears and raisins. The palate is driven by sweet, dried fruit tones, balanced by bright acidity.""";
150;"France,16,14240,""With just the right amount of bottle age, this is a vintage to drink now. It has light, sweet pastry flavors, some toast and yellow peach and strawberry flavors. Delicious, but not for keeping.""";
151;"US,96,69120,""Wild strawberry and a thicket of dense tannin belie a powerfully strong and elusive wine, still very much tightly wound, indicative of the vintage. A portion (35%) of the grapes were whole-cluster pressed, from tight-spaced, low-yielding vines. A little more oak was used than in most of the producer's other wines, helping to impart a spicy finish.""";
